uid,duration,one_day_use_duration,up_flow,down_flow,up_and_down_flow,flow_pers_avg,start_time_stamp,end_time_stamp,mid_time_stamp,count,count_day_column,use_situation
00C2CAF21F3289F45165757829BCD7A1,0.37,0.0005485463521667,0.63,0.52,0.33,0.18,0.82,0.82,0.82,0.0,0.0,True
00C342A378B88309ACA5EC9443CCC899,0.45,0.006582556226001,0.38,0.38,0.0,0.0,0.83,0.84,0.83,0.0,0.0,True
00C4E637EBD72E560B972449F6D20F56,0.44,0.0246845858475041,0.38,0.38,0.0,0.0,0.81,0.81,0.81,0.01,0.0,False
00C54DAA44849D280B3A132075326FE7,0.4,0.006582556226001,0.38,0.38,0.0,0.0,0.25,0.25,0.25,0.0,0.05,True
00C5702F74541D668D146BA62B9764A1,0.38,0.0010970927043335,0.41,0.41,0.05,0.02,0.36,0.36,0.36,0.0,0.0,True
00C930CB5B5976DC83C82B394351967D,0.56,0.0646187602852441,0.38,0.38,0.0,0.0,0.75,0.75,0.75,0.01,0.2,True
00CBAFA2A877C42936A2C504C86C34B4,0.46,0.0102852441031267,0.39,0.47,0.09,0.01,0.47,0.47,0.47,0.0,0.15,True
00CDE45693BF62724B1D41D4D903E5DB,0.54,0.0131651124520021,0.38,0.38,0.0,0.0,0.27,0.27,0.27,0.0,0.05,True
00D09B72D2FA36247ADB4F7C5AF7CB73,0.45,0.024884057248292,0.38,0.38,0.0,0.0,0.62,0.62,0.62,0.01,0.5,True
00D773F668B867FF2FABB1E3E4F07D04,0.52,0.0129300211582164,0.38,0.38,0.0,0.0,0.85,0.85,0.85,0.0,0.3,True
00DD96AA4A840227C7BFB136BEE52FED,0.55,0.042128359846407,0.38,0.38,0.0,0.0,0.65,0.65,0.65,0.01,0.2,True
00DEDF34A03E67D9E324B7C0067A9158,0.62,0.0249588590235874,0.43,0.43,0.09,0.03,0.36,0.36,0.36,0.0,0.15,True
00DFBE687CD32299879E8CEFD4584A3F,0.69,0.0241360394953373,0.38,0.38,0.0,0.0,0.83,0.83,0.83,0.0,0.05,True
00E9558665B0323A3B05B449F811EF1A,0.55,0.1562138111781556,0.38,0.38,0.0,0.0,0.58,0.58,0.58,0.04,0.85,True
00F22BEC3FF513C05DC5B4F906EFCED0,0.59,0.034009873834339,0.38,0.38,0.0,0.0,0.69,0.69,0.69,0.0,0.0,True
00F46BADFF57FC01C1ACCAF80F8E8113,0.39,0.0098738343390016,0.38,0.38,0.0,0.0,0.84,0.84,0.84,0.01,0.0,True
00F7483F90059F33C065D535EB202168,0.61,0.030901444505394,0.38,0.38,0.0,0.0,0.5,0.5,0.5,0.0,0.25,True
00F76407A73CF630CC693C5A4E348035,0.41,0.0082281952825013,0.38,0.38,0.0,0.0,0.92,0.92,0.92,0.0,0.0,True
00FC8BFD479CF7B5D694156864F12EA0,0.41,0.0134393856280855,0.38,0.38,0.0,0.0,0.74,0.74,0.74,0.01,0.15,True
01003007334258987DFEA08FAB24E904,0.43,0.0050283415615286,0.39,0.65,0.22,0.11,0.78,0.78,0.78,0.0,0.25,True
0100CAF7F9E6BE7DFFF08B44C8D66E03,0.78,0.0307185957213384,0.38,0.38,0.0,0.0,0.08,0.08,0.08,0.0,0.0,True
0102E21569828C3480E07CC6C67905A6,0.52,0.0218504296946425,0.38,0.38,0.0,0.0,0.67,0.67,0.67,0.0,0.25,True
0104825A235CFAB14D7C3B45777916FF,0.51,0.0109709270433351,0.38,0.38,0.0,0.0,0.67,0.67,0.67,0.0,0.0,True
0104FEC7B6838C719145B995156A4D30,0.47,0.014125068568294,0.44,0.47,0.13,0.07,0.76,0.76,0.76,0.01,0.35,True
01052C24931228D7FC83E3862C2598B6,0.45,0.0175534832693362,0.39,0.42,0.05,0.0,0.61,0.61,0.61,0.01,0.25,True
010B048FC0C35E712A1925E14D187510,0.52,0.1366272235718204,0.38,0.38,0.0,0.0,0.66,0.66,0.66,0.04,0.65,True
010D2995D5480FB08C4745380B28086E,0.79,0.0312671420735052,0.38,0.38,0.0,0.0,0.01,0.01,0.01,0.0,0.0,True
0110B40E59D36BF8A544A62E42018FF6,0.68,0.0230389467910038,0.38,0.38,0.0,0.0,0.06,0.06,0.06,0.0,0.0,True
0115AC546066D8D50D9D58A010418C02,0.42,0.0079539221064179,0.39,0.41,0.04,0.01,0.34,0.34,0.34,0.0,0.05,True
01192643596E693FB210692CE05E8484,0.57,0.0324556591698665,0.38,0.38,0.0,0.0,0.58,0.58,0.58,0.0,0.25,True
011E6A892305C9D387F0BD07F546557A,0.42,0.0046626439934174,0.4,0.47,0.09,0.02,0.56,0.56,0.56,0.0,0.15,True
011FDC7A7B2214E384B96BAADBCF1E23,0.58,0.1515359297860669,0.38,0.38,0.0,0.0,0.54,0.55,0.54,0.03,0.35,False
0123B2893B538C2A014ADCE823AD04C6,0.71,0.0252331321996708,0.38,0.38,0.0,0.0,0.76,0.76,0.76,0.0,0.0,True
0125B3D62B4E7319B0BB99A6F7681A9F,0.4,0.0027427317608337,0.38,0.38,0.0,0.0,0.69,0.69,0.69,0.0,0.0,True
012AD669FAD01ECBB1787D4EE9C9AFEF,0.52,0.0204790638142256,0.38,0.41,0.03,0.01,0.59,0.59,0.59,0.01,0.4,True
012BC31A7FD459F09D382889E843FAEB,0.5,0.0266959224721155,0.41,0.52,0.14,0.05,0.78,0.78,0.78,0.0,0.1,True
012F4FD1A8407AB257C98FFF0ED7971F,0.53,0.0120680197476686,0.43,0.9,0.45,0.02,0.96,0.96,0.96,0.0,0.0,False
01301504F102FA525A57DE04ECBFB897,0.4,0.0075425123422929,0.41,0.46,0.09,0.02,0.8,0.8,0.8,0.01,0.15,True
013637BFF3BA2423D542594067425E96,0.43,0.0052111903455842,0.39,0.53,0.14,0.03,0.7,0.7,0.7,0.0,0.25,True
0140100F3E66483513A7C86CBA181A61,0.53,0.0124337173157798,0.38,0.38,0.0,0.0,0.55,0.55,0.55,0.0,0.1,True
0144CF8EEE56E7E5627A2AFEB45F1538,0.64,0.068431157432803,0.38,0.38,0.0,0.0,0.67,0.67,0.67,0.01,0.75,True
0147CB24F257B794E14895B691C3E868,0.44,0.0115194733955019,0.38,0.38,0.0,0.0,0.43,0.43,0.43,0.0,0.0,False
014C37D72C73F01E99462F0025D1B3F2,0.39,0.0131651124520021,0.45,0.44,0.11,0.04,0.79,0.79,0.79,0.02,0.0,True
014C920C713D9164CB88DB27440C6052,0.41,0.0032912781130005,0.38,0.38,0.0,0.0,0.4,0.4,0.4,0.0,0.0,True
015357026AC775653C296E5C76F1B047,0.58,0.0160906929968915,0.39,0.43,0.05,0.03,0.73,0.73,0.73,0.0,0.1,True
015B33F4901D80A1415B0E89080A81E2,0.88,0.0378496982995063,0.38,0.38,0.0,0.0,0.31,0.31,0.31,0.0,0.0,True
015C357B30B0C5BE2929B9FB6A419150,0.44,0.0054854635216675,0.38,0.38,0.0,0.0,0.26,0.26,0.26,0.0,0.0,True
015F1D4C0D4E1B7BD8E144CDAFBEAB86,0.43,0.0168220881331139,0.42,0.42,0.07,0.03,0.61,0.61,0.61,0.01,0.25,True
0163C9A7A87E126D4D157D0AC3B63EB2,0.86,0.0359297860669226,0.38,0.38,0.0,0.0,0.56,0.56,0.56,0.0,0.05,True
01657F66FF97572F3644AE15A2FABA2C,0.44,0.0126165660998354,0.48,0.61,0.27,0.02,0.58,0.58,0.58,0.0,0.0,True
016A2C80A14ECEDF85ADBA82F4955C8A,0.62,0.0186505759736697,0.47,0.64,0.29,0.01,0.69,0.69,0.69,0.0,0.0,True
016B703923922E775AAAFFE9DD4DD894,0.43,0.0318156884256719,0.38,0.38,0.01,0.0,0.65,0.65,0.65,0.02,0.0,True
016C8FDD62E7452140C8AFAAD652C0DE,0.4,0.0045712196013896,0.44,0.55,0.19,0.07,0.54,0.54,0.54,0.0,0.1,True
01730DF8B2C02EAFB5D27AE31C99C092,0.44,0.0190162735417809,0.38,0.38,0.0,0.0,0.47,0.47,0.47,0.01,0.1,True
01795C17F095732E75C0D496686D3E51,0.43,0.0049369171695008,0.38,0.38,0.0,0.0,0.12,0.12,0.12,0.0,0.0,False
01795D171CFCEB1EA3E79BA0463643D3,0.36,0.0016456390565002,0.38,0.38,0.0,0.0,0.57,0.57,0.57,0.01,0.0,True
0179D12960F30A79AE5FF70A81709CDC,0.45,0.0142622051563357,0.38,0.38,0.0,0.0,0.63,0.63,0.63,0.0,0.0,False
017DE67FE4A5B0B473640A16A310B80B,0.46,0.0183763027975863,0.51,0.49,0.2,0.03,0.69,0.69,0.69,0.0,0.05,True
017E9C3E0019F0E068F5C0EFA89F41B2,0.46,0.0621914426769062,0.38,0.38,0.0,0.0,0.76,0.76,0.76,0.03,0.35,True
017F9EF298B5AB9F3BC57B4996510B74,0.55,0.054306088864509,0.38,0.38,0.0,0.0,0.55,0.55,0.55,0.01,0.45,True
018B5B70E8F942C9C94E5371917B6775,0.54,0.0131651124520021,0.38,0.38,0.0,0.0,0.36,0.36,0.36,0.0,0.0,True
018C326221CDA90A6A2A0B66FF291355,0.66,0.0415798134942402,0.38,0.38,0.0,0.0,0.53,0.53,0.53,0.0,0.45,True
018F422C030CD0233B4A1DD358535AA2,0.47,0.0471749862863411,0.38,0.38,0.0,0.0,0.82,0.82,0.82,0.01,0.15,True
0190003285C308D5942033E43406BA27,0.41,0.0034741268970561,0.38,0.38,0.0,0.0,0.68,0.68,0.68,0.0,0.1,True
01906E8A43F855D472058C45E5B94D68,0.56,0.0227254917326228,0.39,0.44,0.06,0.0,0.55,0.55,0.55,0.0,0.3,True
019A862A2C758E629593C66EFB0C9AA5,0.38,0.0010970927043335,0.38,0.38,0.0,0.0,0.71,0.71,0.71,0.0,0.05,False
01A0866DBCC230F5C756074F3410595C,0.51,0.039723898336076,0.38,0.38,0.0,0.0,0.55,0.55,0.55,0.01,0.55,True
01A0CC29FF477D224F0BAF8679E3A5D7,0.46,0.0085938928506125,0.38,0.38,0.0,0.0,0.8,0.8,0.8,0.0,0.1,False
01A0D8255000D183CA8529A64828AB4A,0.53,0.0252331321996708,0.38,0.38,0.0,0.0,0.36,0.36,0.36,0.0,0.0,False
01A2334F944C4839CC6A83FC9619CE9E,0.48,0.0094624245748765,0.38,0.41,0.04,0.01,0.44,0.44,0.44,0.0,0.15,True
01A9AD4CDDA924A7B6386E3CD1577F8D,0.56,0.1152404461510331,0.38,0.38,0.0,0.0,0.61,0.61,0.61,0.03,0.55,True
01AABA4D31B2AD37104C14FB26F111A1,0.42,0.0080287238817134,0.43,0.4,0.06,0.02,0.66,0.66,0.66,0.0,0.5,True
01AC271DE1CD09995CAC147C97878A10,0.36,0.0,0.38,0.38,0.0,0.0,0.38,0.38,0.38,0.0,0.0,False
01AE5919ACB0AA365896BA6CE1FBB25E,0.46,0.0071311025781678,0.38,0.38,0.0,0.0,0.41,0.41,0.41,0.0,0.0,True
01AEE1F5629514CFF381F7D2333F79C3,0.46,0.0213933077345035,0.44,0.49,0.15,0.01,0.5,0.5,0.5,0.0,0.05,False
01AFF316DBE5AB4A3430904BC7685ED0,0.48,0.0085024684585847,0.38,0.38,0.0,0.0,0.51,0.51,0.51,0.0,0.05,True
01B10FA9822506B8E614768A302373C7,0.39,0.0266044980800877,0.4,0.42,0.05,0.01,0.54,0.54,0.54,0.02,0.05,True
01B20356C43C0A9314EA7330EAA8E625,0.44,0.0060340098738343,0.38,0.38,0.0,0.0,0.86,0.86,0.86,0.0,0.0,True
01B4A7DDDCE964FC7B1AC6C687BF01D9,0.4,0.0025598829767782,0.38,0.38,0.0,0.0,0.36,0.36,0.36,0.0,0.1,True
01C073534325CB537ED1839B75EDB320,0.49,0.0690254159809837,0.38,0.38,0.0,0.0,0.59,0.59,0.59,0.02,0.55,True
01C539B3A986A57BA612785B5275AD1A,0.42,0.004388370817334,0.63,0.92,0.64,0.08,0.62,0.62,0.62,0.0,0.0,True
01C54A3753A14B211091714CBED5EDD8,0.44,0.0373011519473395,0.4,0.4,0.04,0.0,0.78,0.78,0.78,0.02,0.0,False
01CC530945D639CB3B6B1BFF53223B80,0.36,0.0,0.38,0.38,0.0,0.0,0.45,0.45,0.45,0.0,0.0,True
01CFA45F1308A80E78B7FE8A613537CB,0.56,0.0280368135551898,0.38,0.4,0.03,0.01,0.45,0.45,0.45,0.01,0.85,True
01E253AD102F7C346F781DC717BFA8EE,0.37,0.0005485463521667,0.38,0.38,0.0,0.0,0.52,0.52,0.52,0.0,0.0,True
01E40B8F8F2BC8865C90689F2CF0B681,0.51,0.0393582007679648,0.43,0.46,0.12,0.01,0.53,0.53,0.53,0.01,0.15,True
01E8105F5A887389D601626E360AF352,0.47,0.1245931614554763,0.38,0.38,0.0,0.0,0.65,0.65,0.65,0.05,0.7,True
01EB6935854BD02CA5EBDB1CCA737726,0.39,0.0032912781130005,0.51,0.43,0.16,0.04,0.38,0.38,0.38,0.0,0.05,True
01EEA92194BF3884B012032FDE6F187A,0.56,0.0148107515085024,0.38,0.38,0.0,0.0,0.4,0.4,0.4,0.0,0.0,False
01F0E250B4058192B7C0217B870B7CB7,0.38,0.0010970927043335,0.38,0.38,0.0,0.0,0.61,0.61,0.61,0.0,0.0,False
01F264C412D0F73954653905BBE3E8D7,0.55,0.106417992320351,0.38,0.38,0.0,0.0,0.72,0.72,0.72,0.03,0.3,True
01F40DFF5A49C07FBDE288F4D70AC7CD,0.39,0.004388370817334,0.38,0.38,0.0,0.0,0.47,0.47,0.47,0.0,0.0,True
01F760028B2C29ABAC7D1469F82351FD,0.38,0.0049369171695008,0.38,0.45,0.07,0.06,0.65,0.65,0.65,0.0,0.5,True
01FF9BDB485469B55C590E303F8F5C44,0.39,0.002194185408667,0.38,0.38,0.0,0.0,0.63,0.63,0.63,0.0,0.0,True
0200CB1BB1B0C9B98E8D299476FC864C,0.45,0.0167306637410861,0.4,0.48,0.1,0.03,0.7,0.7,0.7,0.0,0.15,True
02021C266219134622C8074E1B2618AA,0.54,0.0131651124520021,0.38,0.38,0.0,0.0,0.57,0.57,0.57,0.0,0.0,True
020230DD5EE332BCCADAE862ED49D0FC,0.42,0.0071311025781678,0.38,0.38,0.0,0.0,0.25,0.25,0.25,0.0,0.05,True
02067BADC54993EF259BFBCD6EFD7032,0.43,0.0049369171695008,0.44,0.39,0.07,0.0,0.67,0.67,0.67,0.0,0.05,True
02098D9FFD0A5C87CEAD25D4201AC554,0.43,0.0049369171695008,0.38,0.38,0.0,0.0,0.86,0.86,0.86,0.0,0.0,True
020B4A8470097C498CF20D350DBBB6F3,0.53,0.0130736880599744,0.43,0.56,0.19,0.03,0.59,0.59,0.59,0.0,0.25,True
020B4CAEC8FE7120BC61630DA9E8B254,0.53,0.041506673980618,0.38,0.38,0.0,0.0,0.73,0.73,0.73,0.01,0.25,True
0210B32DBF541FABD1C59F8F4DFD1836,0.44,0.0090510148107515,0.39,0.53,0.13,0.04,0.66,0.66,0.66,0.0,0.15,True
02119F5660E65538784973EC3A3FD835,0.39,0.0024684585847504,0.38,0.38,0.0,0.0,0.73,0.73,0.73,0.0,0.05,False
02120939ED7784BB58B00816E7B504DC,0.47,0.0076796489303346,0.38,0.38,0.0,0.0,0.45,0.45,0.45,0.0,0.0,True
0216FF64B6455D191CC612087F9ED4B1,0.41,0.0176906198573779,0.38,0.38,0.0,0.0,0.68,0.68,0.68,0.01,0.15,True
0218100DEC62319FEEE3B77D0405B1FB,0.38,0.0010970927043335,0.38,0.38,0.0,0.0,0.76,0.76,0.76,0.0,0.0,True
021ACF58025681EFD8D44761016FE4CB,0.46,0.0071311025781678,0.38,0.38,0.0,0.0,0.55,0.55,0.55,0.0,0.05,False
021DD77741B44CA1C295C51F9A4270D0,0.43,0.0330695086591959,0.38,0.44,0.06,0.02,0.62,0.62,0.62,0.01,0.3,True
0225298D0181A0218615167604D529B6,0.7,0.0301700493691716,0.38,0.38,0.0,0.0,0.57,0.57,0.57,0.0,0.1,True
02284E6C555F6E94A5FE4B8FE0D22CD1,0.41,0.0208447613823368,0.38,0.38,0.0,0.0,0.87,0.87,0.87,0.02,0.0,True
022B07C00DE5DDD9B69EF9F79AE89762,0.54,0.0131651124520021,0.38,0.38,0.0,0.0,0.74,0.74,0.74,0.0,0.0,False
022C3533EE7DC244968B29198252314B,0.53,0.0453922106417992,0.42,0.45,0.1,0.01,0.72,0.72,0.72,0.01,0.95,True
022D18419F303F9773326C2D2471917C,0.47,0.0207899067471201,0.38,0.38,0.0,0.0,0.61,0.61,0.61,0.01,0.45,True
0232DD71FC3A0B4B070B98AF7CBA30B7,0.39,0.0052111903455842,0.38,0.38,0.0,0.0,0.76,0.76,0.76,0.0,0.05,True
023C8E5F3DB9174AD06A29CCB98CD3E6,0.57,0.0159078442128359,0.38,0.38,0.0,0.0,0.53,0.53,0.53,0.0,0.2,True
023D8778A784B4094FD546B9B36ECB7A,0.59,0.0170049369171695,0.38,0.38,0.0,0.0,0.79,0.79,0.79,0.0,0.05,True
023FB30133505912A4F1E91E5DD8C638,0.51,0.0109709270433351,0.38,0.38,0.0,0.0,0.69,0.69,0.69,0.0,0.05,True
024C39F2403B2BD919702A881A1F0A53,0.4,0.0053026147376119,0.38,0.38,0.0,0.0,0.64,0.64,0.64,0.0,0.1,True
024E51F01AD8A7A7AF12C30284AE1D7F,0.45,0.020923125146932,0.39,0.4,0.03,0.0,0.71,0.71,0.71,0.01,0.3,True
0251CC8905854176F8F6780522A9495E,0.43,0.0109709270433351,0.38,0.38,0.0,0.0,0.77,0.77,0.77,0.0,0.0,True
025609EC1978F20D061EC0760FD04886,0.43,0.0052111903455842,0.53,0.63,0.33,0.15,0.53,0.53,0.53,0.0,0.25,True
0267A1D990F9971B4798DE099E38F6AE,0.41,0.0148107515085024,0.39,0.43,0.05,0.01,0.71,0.71,0.71,0.01,0.35,True
026840CA8C9CA51ADB0116E527C357C0,0.56,0.0142622051563357,0.38,0.38,0.0,0.0,0.58,0.58,0.58,0.0,0.0,True
0269C49E8B5F9662B492250126A5325E,0.47,0.0255074053757542,0.44,0.49,0.15,0.02,0.65,0.65,0.65,0.01,0.05,True
0269EEE9AEAA87DE71F3D6502AC1A34D,0.48,0.0274273176083379,0.46,0.42,0.11,0.01,0.67,0.67,0.67,0.01,0.0,True
026A973DD2D8652DCE583BDDFB362935,0.53,0.0568294020844761,0.38,0.38,0.0,0.0,0.63,0.63,0.63,0.02,0.7,True
026F617345036DE4CC06496B52BFDC1D,0.42,0.0215152069238739,0.4,0.39,0.03,0.02,0.59,0.59,0.59,0.02,0.4,True
0272C472F611586901A4D34056B9E547,0.93,0.0411409764125068,0.38,0.38,0.0,0.0,0.19,0.2,0.2,0.0,0.0,False
02770E442A996AE2189EDDBD6F52E96A,0.37,0.0010970927043335,0.38,0.38,0.0,0.0,0.6,0.6,0.6,0.0,0.05,True
027939A36851F1DDE1637ABF7891AAA9,0.4,0.006582556226001,0.38,0.38,0.0,0.0,0.77,0.77,0.77,0.0,0.0,False
0279F28FC596B56A17E4151563089481,0.38,0.0038398244651673,0.38,0.38,0.0,0.0,0.63,0.63,0.63,0.0,0.0,True
027A3DC52091F6AD10DBD989F0666DAC,0.53,0.012342292923752,0.38,0.38,0.0,0.0,0.55,0.55,0.55,0.0,0.05,False
027B42291547EE40D41937F4DCFDC265,0.38,0.0016456390565002,0.38,0.38,0.0,0.0,0.64,0.64,0.64,0.0,0.0,True
